Macro Name,Directive,File,Line,Occurrences
digitalPinHasPWM,#define digitalPinHasPWM(x) false,tests/GenerateJSON/GenerateJSON.ino,36,1
g_buttonPressTime,#define g_buttonPressTime   0,examples/Blynk.Edgent/Edgent_ESP32/ResetButton.h,49,3
g_buttonPressed,#define g_buttonPressed     false,examples/Blynk.Edgent/Edgent_ESP32/ResetButton.h,48,3
htonl,#define htonl(x) ( ((x)<<24 & 0xFF000000UL) | \,src/Blynk/BlynkProtocolDefs.h,79,2
htons,#define htons(x) ( ((x)<<8) | (((x)>>8)&0xFF) ),src/Blynk/BlynkProtocolDefs.h,78,2
interrupts,#define interrupts()   __enable_irq(),src/Blynk/BlynkDetectDevice.h,159,1
noInterrupts,#define noInterrupts() __disable_irq(),src/Blynk/BlynkDetectDevice.h,158,1
ntohl,#define ntohl(x) htonl(x),src/Blynk/BlynkProtocolDefs.h,84,2
ntohs,#define ntohs(x) htons(x),src/Blynk/BlynkProtocolDefs.h,83,2
ser1,#define ser1 Serial,tests/SerialXconnect/SerialXconnect.ino,17,1
ser2,#define ser2 Serial1,tests/SerialXconnect/SerialXconnect.ino,20,2
